age,type,origin,rarity
1535,2,5,1.46664
1545,3,4,1.46668
1524,3,5,1.46689
1529,4,1,1.46692
1530,1,5,1.46693
1520,3,1,1.46702
1532,2,1,1.4671
1557,1,1,1.4672
1543,4,6,1.46731
1535,4,3,1.46744
1539,0,4,1.46761
1548,3,4,1.46765
1529,0,3,1.46772
1539,1,3,1.46777
1543,2,2,1.46779
1526,2,6,1.46786
1530,0,6,1.46788
1524,0,5,1.46832
1545,2,2,1.46844
1523,4,4,1.46847
1561,1,1,1.46849
1528,2,0,1.46867
1537,2,1,1.46872
1530,3,5,1.46884
1538,0,0,1.46888
1527,1,4,1.46913
1550,2,4,1.46926
1551,2,4,1.46958
1528,4,5,1.46962
1535,0,3,1.46966
1542,4,3,1.4697
1532,2,6,1.4698
1532,3,0,1.4698
1533,0,2,1.46997
1550,2,2,1.47005
1528,4,4,1.47009
1542,0,0,1.47018
1546,2,5,1.4702
1550,3,2,1.47021
1553,2,4,1.47022
1530,0,5,1.47027
1530,4,5,1.47027
1534,0,2,1.47029
1537,0,3,1.47031
1544,1,6,1.47035
1567,1,1,1.47042
1531,1,4,1.47043
1534,2,6,1.47045
1545,3,3,1.47051
1547,2,5,1.47052
1539,0,6,1.4708
1544,0,1,1.47083
1535,2,0,1.47094
1569,1,1,1.47106
1533,1,4,1.47108
1555,4,6,1.47119
1537,0,2,1.47127
1540,0,3,1.47128
1545,2,1,1.47131
1547,4,3,1.47132
1532,4,4,1.47139
1537,3,0,1.47143
1544,1,5,1.47146
1554,3,2,1.47151
1534,0,5,1.47157
1556,4,0,1.47167
1538,3,0,1.47175
1557,4,6,1.47184
1549,1,6,1.47197
1553,4,2,1.47198
1553,0,4,1.47214
1536,4,5,1.47221
1558,4,0,1.47232
1540,2,6,1.4724
1555,4,2,1.47263
1534,1,2,1.47268
1536,4,4,1.47269
1560,4,6,1.4728
1552,4,3,1.47294
1560,4,0,1.47296
1553,1,6,1.47326
1549,4,1,1.4734
1560,3,2,1.47344
1566,3,4,1.47346
1544,0,2,1.47354
1548,0,6,1.47372
1564,2,4,1.47378
1550,1,0,1.47389
1562,2,2,1.47393
1554,0,1,1.47406
1565,2,4,1.4741
1546,2,6,1.47434
1565,4,6,1.47442
1543,3,1,1.47449
1547,0,2,1.47451
1552,1,0,1.47453
1551,0,6,1.47469
1543,4,4,1.47496
1557,0,0,1.47503
1549,0,2,1.47516
1555,4,1,1.47535
1558,0,0,1.47536
1564,4,2,1.47554
1573,3,4,1.47572
1559,2,1,1.47584
1544,2,3,1.47593
1548,1,4,1.47595
1558,1,5,1.476
1562,3,3,1.47601
1566,4,2,1.47618
1585,1,1,1.47621
1549,3,1,1.47643
1549,4,5,1.47643
1553,0,2,1.47645
1546,1,2,1.47658
1547,1,2,1.4769
1558,0,6,1.47696
1555,2,6,1.47726
1564,0,1,1.4773
1564,2,1,1.47746
1551,4,4,1.47756
1565,0,0,1.47762
1567,3,3,1.47763
1553,4,5,1.47773
1560,0,3,1.47776
1567,1,6,1.47779
1570,1,3,1.4778
1574,3,2,1.47797
1576,4,6,1.47797
1554,4,5,1.47806
1551,1,2,1.4782
1578,2,4,1.4783
1577,4,0,1.47846
1568,0,0,1.47859
1576,3,2,1.47861
1582,3,4,1.47862
1556,3,6,1.47871
1570,1,6,1.47876
1579,4,6,1.47894
1580,2,4,1.47894
1571,1,6,1.47908
1556,4,4,1.47919
1571,0,0,1.47957
1562,2,0,1.47969
1586,3,4,1.47992
1568,0,6,1.4802
1578,0,4,1.48022
1560,4,4,1.48048
1569,0,6,1.48052
1574,0,0,1.48054
1584,4,6,1.48056
1576,4,3,1.4807
1566,2,6,1.48083
1567,3,5,1.48083
1575,0,0,1.48086
1577,3,3,1.48086
1590,3,4,1.48121
1564,3,6,1.4813
1601,1,1,1.48137
1568,2,6,1.48148
1569,3,5,1.48148
1581,2,5,1.48152
1585,3,2,1.48152
1565,4,5,1.48163
1572,0,3,1.48165
1587,4,0,1.48169
1578,0,0,1.48183
1584,4,2,1.482
1603,1,1,1.48201
1570,3,0,1.48213
1589,4,6,1.48217
1571,3,0,1.48245
1568,3,1,1.4826
1576,0,3,1.48295
1606,1,1,1.48298
1568,4,4,1.48308
1573,2,6,1.4831
1593,2,4,1.48314
1574,0,2,1.48326
1577,0,3,1.48327
1588,4,2,1.4833
1593,4,6,1.48346
1571,0,5,1.48357
1578,0,3,1.4836
1586,3,3,1.48378
1572,3,1,1.4839
1594,4,0,1.48395
1573,1,4,1.48406
1585,0,1,1.4841
1587,1,6,1.48426
1577,3,0,1.4844
1583,4,1,1.48441
1600,3,4,1.48443
1593,4,2,1.48491
1572,1,2,1.48502
1588,0,1,1.48507
1593,0,4,1.48507
1596,3,2,1.48508
1583,0,3,1.48522
1590,1,6,1.48523
1593,1,3,1.48524
1614,1,1,1.48555
1578,1,4,1.48569
1615,1,1,1.48587
1592,4,3,1.48588
1600,4,0,1.48589
1582,3,0,1.48602
1582,2,6,1.48602
1586,0,6,1.48603
1593,4,3,1.4862
1583,2,0,1.4865
1617,1,1,1.48652
1592,2,1,1.48652
1597,2,5,1.48669
1584,2,0,1.48683
1588,0,3,1.48684
1599,4,2,1.48685
1582,0,5,1.48714
1604,4,0,1.48718
1579,1,2,1.4873
1590,0,3,1.48749
1584,1,4,1.48763
1607,2,4,1.48766
1584,3,1,1.48779
1621,1,1,1.48781
1596,2,1,1.48782
1581,1,2,1.48795
1590,3,5,1.48829
1596,1,5,1.4883
1593,0,3,1.48846
1604,4,2,1.48847
1597,1,5,1.48863
1591,3,0,1.48894
1600,0,0,1.48895
1602,3,3,1.48895
1610,4,6,1.48895
1604,2,5,1.48895
1589,1,4,1.48926
1589,4,5,1.48942
1603,4,3,1.48944
1611,4,0,1.48944
1610,2,2,1.48944
1588,4,4,1.48957
1608,4,2,1.48976
1595,3,5,1.48991
1611,3,2,1.48992
1594,2,0,1.49007
1613,4,0,1.49008
1601,4,1,1.49024
1610,4,2,1.49041
1615,4,6,1.49057
1613,3,2,1.49057
1596,2,0,1.49072
1598,3,5,1.49089
1620,3,4,1.49089
1608,4,3,1.49106
1591,2,3,1.49119
1605,4,1,1.49154
1599,2,0,1.49169
1610,4,3,1.4917
1597,1,4,1.49185
1606,4,1,1.49186
1597,3,6,1.49201
1597,0,5,1.49201
1619,4,0,1.49202
1604,0,3,1.49202
1615,4,2,1.49203
1598,1,4,1.49218
1610,0,0,1.49219
1616,4,2,1.49235
1615,2,5,1.49251
1611,0,1,1.49251
1599,3,1,1.49266
1608,1,0,1.49267
1611,2,1,1.49267
1622,4,6,1.49283
1603,3,0,1.49283
1604,3,5,1.49283
1610,1,5,1.49284
1597,1,2,1.49314
1613,0,0,1.49316
1613,0,1,1.49316
1601,0,5,1.49331
1622,2,2,1.49332
1624,4,6,1.49348
1612,1,5,1.49348
1619,1,3,1.49364
1616,1,6,1.49365
1614,2,1,1.49365
1625,4,6,1.4938
1617,3,3,1.49381
1613,1,5,1.49381
1615,0,1,1.49381
1631,3,4,1.49444
1628,2,4,1.49444
1621,2,5,1.49445
1623,0,4,1.49477
1622,2,5,1.49478
1610,3,5,1.49478
1606,0,5,1.49493
1623,2,5,1.4951
1607,4,5,1.49526
1631,2,4,1.49541
1626,4,2,1.49558
1608,4,5,1.49558
1611,2,0,1.49559
1616,0,6,1.49575
1618,4,1,1.49575
1633,2,4,1.49606
1606,2,3,1.49607
1624,3,3,1.49607
1610,3,1,1.49623
1624,1,6,1.49623
1625,3,3,1.4964
1620,4,1,1.4964
1633,4,0,1.49655
1628,1,3,1.49655
1625,1,6,1.49656
1623,2,1,1.49656
1638,3,4,1.4967
1639,3,4,1.49702
1633,3,2,1.49703
1611,4,4,1.49704
1634,2,2,1.49719
1625,2,1,1.49721
1616,2,0,1.49721
1631,0,4,1.49736
1630,2,5,1.49736
1612,4,4,1.49737
1626,0,1,1.49737
1624,1,5,1.49737
1623,4,1,1.49737
1635,2,2,1.49752
1637,4,6,1.49767
1627,2,1,1.49785
1639,2,4,1.498
1612,2,3,1.49801
1633,1,3,1.49817
1616,4,5,1.49818
1619,2,0,1.49818
1617,1,4,1.49834
1631,4,3,1.4985
1617,3,6,1.4985
1640,4,6,1.49864
1614,2,3,1.49866
1628,1,5,1.49866
1627,4,1,1.49867
1625,0,6,1.49867
1621,2,0,1.49883
1631,0,1,1.49899
1629,1,5,1.49899
1623,3,5,1.49899
1636,1,3,1.49914
1619,0,5,1.49915
1619,3,6,1.49915
2060,0,1,1.49926
1636,2,5,1.4993
1634,3,3,1.49931
1623,2,6,1.49932
1632,2,1,1.49947
1629,1,0,1.49948
1620,0,5,1.49948
1647,3,4,1.4996
1624,3,0,1.49964
1638,1,3,1.49979
1635,4,3,1.49979
1633,2,1,1.4998
1636,3,3,1.49995
1639,2,5,1.50027
1619,2,3,1.50029
1626,3,0,1.50029
1626,2,6,1.50029
1640,2,5,1.5006
1645,2,2,1.50075
1636,2,1,1.50077
1635,1,5,1.50093
1628,2,6,1.50094
1623,4,4,1.50094
1642,1,3,1.50108
1632,0,3,1.5011
1625,4,5,1.5011
1640,3,3,1.50125
1643,1,3,1.5014
1637,1,5,1.50158
1649,4,0,1.50171
1631,2,6,1.50191
1635,0,3,1.50207
1643,3,3,1.50222
1639,1,5,1.50223
1627,4,4,1.50224
1646,1,3,1.50237
2409,0,1,1.5025
1634,3,5,1.50256
1626,1,2,1.50256
1630,4,5,1.50272
1630,0,5,1.50272
1653,4,6,1.50284
1640,4,1,1.50288
1645,1,6,1.50303
1639,0,6,1.5032
1636,3,5,1.50321
1635,3,0,1.50321
1630,4,4,1.50321
1654,4,0,1.50333
1650,4,2,1.50334
1636,0,2,1.50337
1637,3,5,1.50353
1629,2,3,1.50354
1655,4,0,1.50365
1651,4,2,1.50367
1633,3,1,1.5037
1650,2,5,1.50383
1661,3,4,1.50412
1656,2,2,1.5043
1652,1,3,1.50431
1635,3,1,1.50435
1634,4,4,1.50451
1673,1,1,1.50455
1640,0,2,1.50467
1641,3,5,1.50483
1641,2,6,1.50515
1659,2,2,1.50527
1638,0,5,1.50532
1638,3,1,1.50532
1653,1,6,1.50562
1652,0,1,1.50578
1640,3,1,1.50597
1641,3,6,1.50629
1641,4,5,1.50629
1641,3,1,1.50629
1645,2,0,1.50661
1659,2,5,1.50674
1641,4,4,1.50678
1646,2,0,1.50694
1643,3,6,1.50694
1667,2,4,1.50704
1656,0,0,1.50708
1657,0,1,1.5074
1649,3,5,1.50742
1648,2,6,1.50742
1643,4,4,1.50743
1652,0,3,1.50758
1645,4,4,1.50808
1977,4,2,1.50818
1659,2,1,1.50821
1656,1,0,1.50822
1647,4,5,1.50824
1671,2,4,1.50833
1661,0,1,1.5087
1656,0,6,1.50871
1667,4,2,1.50884
1656,0,3,1.50888
1654,3,5,1.50904
1672,4,0,1.50914
1688,1,1,1.50938
1659,0,6,1.50968
1650,4,4,1.5097
1676,2,4,1.50994
1660,0,6,1.51001
1651,4,4,1.51003
1674,2,2,1.51012
1667,4,3,1.51015
1653,4,5,1.51019
1670,2,5,1.5103
1657,2,6,1.51034
1654,1,4,1.51035
1663,1,0,1.51049
1678,2,4,1.51059
1672,0,4,1.51062
1658,3,0,1.51067
1671,4,3,1.51144
1676,4,2,1.51175
1672,4,3,1.51177
1662,0,2,1.5118
1679,3,2,1.5119
1675,2,5,1.51192
1686,3,4,1.51219
1678,1,3,1.51272
1675,1,6,1.51274
1661,0,5,1.51279
1679,0,4,1.51288
1660,4,4,1.51295
1679,1,3,1.51305
1676,1,6,1.51306
1662,3,6,1.51311
1685,4,6,1.51318
1683,3,2,1.51319
1673,1,5,1.51324
1663,1,4,1.51327
1675,2,1,1.51339
1672,1,0,1.5134
1678,3,3,1.51354
1676,2,1,1.51372
1664,3,6,1.51376
1688,4,6,1.51415
1669,3,0,1.51423
1673,0,3,1.51438
1681,3,3,1.51451
1670,3,0,1.51456
1684,1,3,1.51466
1674,0,3,1.51471
1691,2,4,1.51479
1671,2,6,1.51488
1671,3,0,1.51488
1690,4,0,1.51496
1687,4,2,1.5153
1683,1,6,1.51533
1676,0,3,1.51536
1692,4,6,1.51544
1692,4,0,1.5156
1693,4,6,1.51576
1681,1,5,1.51583
1674,2,6,1.51586
1689,4,2,1.51595
1695,2,4,1.51608
1676,3,5,1.51618
1675,2,6,1.51618
1676,0,2,1.51634
1675,2,0,1.51634
1672,3,1,1.51636
1690,0,4,1.51644
1700,3,4,1.5167
1670,1,2,1.51685
1691,1,3,1.51693
1695,3,2,1.51707
1692,0,4,1.51708
1675,0,5,1.51733
1679,2,6,1.51748
1676,1,4,1.51749
1703,3,4,1.51767
1693,2,5,1.51774
1714,1,1,1.51775
1691,3,3,1.51775
1699,4,0,1.51786
1677,3,6,1.51798
1715,1,1,1.51807
1682,3,5,1.51812
1699,3,2,1.51836
1696,0,4,1.51838
1682,3,0,1.51845
1696,1,3,1.51854
1678,4,4,1.51879
1687,0,3,1.51892
1680,4,5,1.51895
1680,3,1,1.51895
1695,3,3,1.51904
1684,2,6,1.5191
1699,4,2,1.51918
1681,3,1,1.51928
1692,1,5,1.51939
1685,2,6,1.51942
1700,4,2,1.51951
1699,1,3,1.51951
1682,4,5,1.5196
1700,1,3,1.51984
1707,2,4,1.51995
1706,4,6,1.51996
1698,3,3,1.52001
1688,3,5,1.52007
1687,3,0,1.52007
1698,4,3,1.52018
1696,2,1,1.52019
1693,1,0,1.52021
1701,2,5,1.52032
1689,3,5,1.52039
1688,3,0,1.5204
1683,4,4,1.52042
1681,1,2,1.52043
1697,2,1,1.52051
1698,0,1,1.52067
1689,3,0,1.52072
1700,4,3,1.52083
1710,2,4,1.52092
1705,4,2,1.52112
1699,2,1,1.52116
1694,0,3,1.52119
1714,3,4,1.52122
1726,1,1,1.52161
1689,3,1,1.52187
1697,0,6,1.522
1686,2,3,1.52205
1689,4,4,1.52237
1695,3,0,1.52267
1706,1,6,1.52277
1703,1,5,1.52295
1696,3,0,1.52299
1700,0,3,1.52313
1697,0,2,1.52315
1696,2,0,1.52316
1703,4,1,1.52328
1697,3,0,1.52332
1716,4,0,1.52336
1708,4,3,1.52341
1706,2,1,1.52343
1694,3,1,1.5235
1718,2,4,1.52351
1707,0,1,1.52359
1699,3,5,1.52363
1691,1,2,1.52367
1710,3,3,1.5239
1705,4,1,1.52393
1705,1,0,1.52409
1720,2,4,1.52415
1714,1,3,1.52436
1697,3,6,1.52447
1719,2,2,1.52466
1716,4,2,1.52468
1712,1,6,1.52471
1698,4,5,1.52479
1711,0,0,1.52488
1726,3,4,1.52509
1703,0,2,1.5251
1696,1,2,1.5253
1700,0,5,1.52544
1700,3,6,1.52544
1723,4,6,1.52545
1713,0,0,1.52553
1710,1,0,1.52571
1725,2,4,1.52577
1706,0,2,1.52607
1723,3,2,1.52611
1720,0,4,1.52614
1715,0,0,1.52618
1703,1,4,1.52625
1699,2,3,1.52627
1710,0,3,1.52638
1713,4,1,1.52652
1704,3,6,1.52674
1704,3,1,1.52674
1725,3,2,1.52676
1722,0,4,1.52678
1709,3,5,1.52688
1729,2,4,1.52706
1705,0,5,1.52707
1718,0,1,1.52715
1702,2,3,1.52725
1713,0,3,1.52735
1730,2,4,1.52738
1719,0,0,1.52747
1715,0,6,1.52783
1735,3,4,1.528
1708,3,1,1.52804
1719,1,5,1.52813
1718,4,1,1.52814
1722,0,1,1.52844
1710,1,4,1.52852
1724,4,3,1.52859
1719,1,0,1.52863
1717,0,3,1.52864
1727,2,5,1.52873
1715,3,5,1.52882
1711,0,5,1.52901
1711,3,6,1.52901
1722,1,5,1.5291
1712,1,4,1.52917
1710,4,4,1.52918
1729,1,3,1.52921
1719,0,3,1.52929
1715,2,0,1.52932
1712,4,5,1.52934
1722,4,1,1.52944
1717,3,5,1.52947
1713,3,1,1.52966
1731,0,4,1.52969
1732,1,3,1.53018
1715,3,1,1.53031
1737,2,2,1.53047
1714,4,4,1.53048
1733,1,3,1.53051
1723,0,3,1.53059
1729,0,1,1.53071
1727,1,5,1.53072
1724,0,6,1.53075
1734,1,3,1.53083
1740,4,0,1.53111
1715,2,3,1.53147
1743,2,4,1.53158
1757,1,1,1.53159
1719,0,5,1.53161
1737,0,4,1.53163
1732,0,0,1.53168
1730,1,5,1.53169
1734,1,6,1.53183
1741,3,2,1.53193
1720,3,1,1.53193
1738,0,4,1.53196
1728,0,6,1.53204
1721,1,4,1.53209
1735,4,3,1.53215
1745,2,4,1.53222
1725,0,2,1.53223
1725,2,6,1.5324
1720,4,4,1.53243
1735,0,1,1.53265
1732,4,1,1.53267
1750,3,4,1.53284
1744,3,2,1.5329
1723,3,1,1.53291
1746,4,0,1.53305
1751,3,4,1.53316
1762,1,1,1.5332
1732,0,6,1.53334
1747,4,0,1.53337
1739,1,6,1.53345
1725,3,6,1.53356
1743,0,4,1.53357
1747,2,2,1.5337
1744,4,2,1.53373
1729,2,0,1.53386
1725,4,4,1.53405
1751,2,4,1.53416
1727,0,5,1.53421
1731,3,0,1.53434
1728,4,5,1.53453
1756,3,4,1.53477
1742,0,1,1.53492
1739,1,0,1.53511
1751,3,2,1.53516
1734,2,6,1.53532
1758,3,4,1.53542
1742,1,5,1.53558
1746,1,6,1.53571
1770,1,1,1.53578
1742,4,1,1.53591
1754,2,2,1.53596
1731,4,4,1.536
1742,1,0,1.53608
1771,1,1,1.5361
1733,0,5,1.53615
1730,2,3,1.53634
1748,4,3,1.53636
1752,0,4,1.53649
1744,1,0,1.53673
1773,1,1,1.53674
1750,3,3,1.53684
1764,3,4,1.53736
1746,1,0,1.53738
1744,0,3,1.53739
1754,2,5,1.53747
1750,0,0,1.5375
1741,3,0,1.53759
1752,1,6,1.53765
1750,2,1,1.53767
1765,3,4,1.53768
1753,3,3,1.53781
1739,3,6,1.5381
1757,0,4,1.5381
1740,3,6,1.53843
1740,4,5,1.53843
1779,1,1,1.53868
1764,4,6,1.53869
1741,0,5,1.53875
1745,3,0,1.53888
1756,4,3,1.53895
1745,2,0,1.53905
1750,0,6,1.53917
1741,4,4,1.53925
1739,2,3,1.53926
1739,1,2,1.53926
1760,2,5,1.53941
1758,3,3,1.53943
1761,1,3,1.53956
1758,4,3,1.53959
1753,1,0,1.53964
1744,3,1,1.53972
1748,2,6,1.53986
1763,4,2,1.53987
1745,1,4,1.53988
1741,2,3,1.53991
1741,1,2,1.53991
1759,4,3,1.53992
1763,1,3,1.54021
1761,3,3,1.5404
1750,2,0,1.54067
1762,4,3,1.54089
1760,2,1,1.54091
1745,2,3,1.54121
1758,1,0,1.54126
1753,0,2,1.54131
1759,1,0,1.54159
1768,0,4,1.54166
1751,1,4,1.54183
1758,0,3,1.54193
1751,4,5,1.542
1752,1,4,1.54215
1766,1,6,1.54218
1779,3,4,1.5422
1766,0,0,1.54268
1772,4,2,1.54278
1771,1,3,1.5428
1750,2,3,1.54284
1778,2,4,1.54288
1759,3,5,1.54309
1769,1,6,1.54315
1758,2,0,1.54327
1768,0,0,1.54333
1766,1,5,1.54335
1773,2,5,1.54361
1756,3,6,1.54362
1769,0,1,1.54365
1767,1,5,1.54368
1779,4,0,1.54371
1784,3,4,1.54381
1753,2,3,1.54381
1774,2,5,1.54393
1757,3,6,1.54394
1761,2,0,1.54424
1782,4,0,1.54468
1774,1,6,1.54477
1787,3,4,1.54478
1760,3,1,1.54492
1760,0,5,1.54492
1773,0,1,1.54495
2562,4,5,1.545
1770,1,0,1.54515
1765,0,2,1.5452
1779,0,4,1.54522
1776,3,3,1.54525
1769,0,6,1.54533
1780,4,2,1.54537
1758,1,2,1.54544
1791,3,4,1.54607
1773,1,0,1.54612
1769,3,5,1.54633
1779,4,3,1.54639
1761,1,2,1.54641
1761,2,3,1.54641
1804,1,1,1.54673
1762,1,2,1.54674
1779,0,1,1.54689
1765,4,4,1.54704
1770,2,0,1.54716
1767,4,5,1.54719
1782,3,3,1.54719
1786,0,4,1.54748
1786,2,5,1.54781
1769,4,5,1.54784
1769,0,5,1.54784
1779,4,1,1.5479
1777,0,3,1.54809
1792,2,2,1.54824
1774,3,0,1.54829
1771,0,5,1.54849
1784,0,1,1.54851
1786,4,3,1.54865
1795,4,6,1.54871
1781,1,0,1.54871
1772,3,1,1.54881
1777,3,0,1.54926
1791,1,3,1.54926
1788,4,3,1.5493
1778,0,2,1.54942
1777,2,0,1.54943
1791,2,5,1.54943
2578,4,4,1.54944
1789,3,3,1.54946
1771,1,2,1.54966
1793,0,4,1.54974
1778,2,0,1.54975
1780,3,5,1.5499
1791,3,3,1.5501
1787,1,5,1.55015
1804,3,4,1.55026
1782,3,5,1.55055
1791,0,0,1.55078
1775,1,2,1.55096
1787,0,3,1.55133
1784,0,2,1.55136
1797,2,5,1.55137
1793,0,0,1.55142
1791,1,5,1.55145
1788,0,6,1.55148
1785,3,5,1.55152
1795,1,6,1.55157
1790,1,0,1.55163
1798,2,5,1.5517
1792,1,5,1.55177
1820,1,1,1.55188
1799,2,5,1.55202
1795,0,0,1.55207
1786,2,6,1.55218
1783,1,4,1.55221
1779,1,2,1.55226
1800,2,5,1.55234
1783,3,1,1.55238
1783,3,6,1.55238
1805,2,2,1.55244
1782,4,4,1.55256
1805,3,2,1.55261
1791,0,3,1.55262
1797,0,1,1.55272
1806,2,2,1.55276
1788,3,0,1.55283
1823,1,1,1.55284
1783,4,4,1.55289
1797,2,1,1.55289
1794,1,0,1.55292
1800,4,3,1.55318
1790,0,2,1.55331
1786,4,5,1.55336
1809,4,0,1.5534
1808,3,2,1.55358
1792,3,5,1.55379
1800,2,1,1.55386
1795,0,3,1.55392
1788,3,1,1.554
1801,0,1,1.55401
1799,1,5,1.55404
1816,3,4,1.55414
1801,2,1,1.55418
1787,4,4,1.55418
1807,0,4,1.55427
1807,1,3,1.55444
1802,2,1,1.5545
1788,4,4,1.55451
1807,2,5,1.55461
1794,0,2,1.55461
1815,2,4,1.55483
1809,1,3,1.55508
1830,1,1,1.5551
1806,4,3,1.55513
1807,3,3,1.55528
1790,2,3,1.55583
1807,0,0,1.55595
1833,1,1,1.55606
1810,3,3,1.55625
1795,3,6,1.55628
1808,0,0,1.55628
1817,2,2,1.55632
1805,4,1,1.55632
1800,3,5,1.55638
1799,3,0,1.5564
1804,0,6,1.55667
1797,1,4,1.55676
1821,2,4,1.55677
1806,1,0,1.55681
1800,2,0,1.55689
1797,3,6,1.55693
1836,1,1,1.55703
1802,3,5,1.55703
1822,2,4,1.55709
1821,4,6,1.5571
1807,1,0,1.55714
1816,0,4,1.55718
1811,0,1,1.55725
1820,3,2,1.55746
1817,0,4,1.5575
1802,2,0,1.55754
1814,3,3,1.55755
1804,3,5,1.55768
1823,4,6,1.55775
1803,2,0,1.55786
1810,1,0,1.55811
1819,0,4,1.55815
1801,3,1,1.55822
1829,3,4,1.55833
1798,2,3,1.55843
1799,1,2,1.55875
1818,4,3,1.55901
1827,4,6,1.55904
1804,4,5,1.5592
1812,0,6,1.55926
1808,3,0,1.55931
1829,2,4,1.55935
1814,1,0,1.5594
1818,0,1,1.55952
1830,2,4,1.55967
1827,3,2,1.55972
1845,1,1,1.55993
1811,0,2,1.56012
1810,2,0,1.56013
1820,2,1,1.56033
1826,0,4,1.56041
1818,4,1,1.56053
1821,2,1,1.56066
1809,4,5,1.56082
1831,2,2,1.56084
1817,0,6,1.56088
1831,3,2,1.56101
1819,1,0,1.56102
1810,3,1,1.56114
1828,1,3,1.56123
1838,3,4,1.56124
1825,1,6,1.56127
1814,2,0,1.56143
1834,4,0,1.56147
2270,3,6,1.56148
1850,1,1,1.56154
1839,3,4,1.56156
1815,2,6,1.56159
1837,2,4,1.56193
1826,0,1,1.5621
1841,3,4,1.5622
1817,3,0,1.56223
1825,4,1,1.5628
1834,4,2,1.56283
1833,1,3,1.56284
1820,0,2,1.56304
1829,0,1,1.56308
1834,1,3,1.56317
1831,4,3,1.56321
1813,1,2,1.5633
1817,3,6,1.56342
1832,1,6,1.56354
1857,1,1,1.56379
1836,1,3,1.56381
1831,2,1,1.56389
1840,3,2,1.56392
1838,4,2,1.56412
1841,3,2,1.56424
1818,4,4,1.56425
1816,2,3,1.56427
1830,4,1,1.56442
1835,4,3,1.56451
1821,1,4,1.56455
1843,2,2,1.56472
1834,2,1,1.56486
1827,3,5,1.56514
1837,4,3,1.56516
1832,1,0,1.56523
1830,0,3,1.56526
1836,0,0,1.56534
1842,4,2,1.56542
1845,3,2,1.56554
1822,4,4,1.56555
1842,0,4,1.56559
1842,1,3,1.56575
1846,3,2,1.56586
1840,3,3,1.56596
1828,2,0,1.56597
1825,3,1,1.56601
1829,3,0,1.56613
1850,2,4,1.56613
1831,0,2,1.5666
1830,2,0,1.56662
1849,2,2,1.56666
1832,3,5,1.56676
1843,1,6,1.5671
1852,4,6,1.56712
1829,1,4,1.56714
1825,1,2,1.5672
1846,2,5,1.56722
1832,2,0,1.56727
1829,3,1,1.56731
1840,1,5,1.56732
1834,3,5,1.56741
1828,4,4,1.5675
1826,2,3,1.56752
1848,0,4,1.56753
1847,2,5,1.56754
1834,0,2,1.56758
1853,4,0,1.56761
1830,3,1,1.56764
1849,4,2,1.56768
1854,4,6,1.56776
1849,0,4,1.56785
1848,2,5,1.56787
1853,2,2,1.56795
1846,1,6,1.56807
1850,0,4,1.56817
1849,2,5,1.56819
1854,2,2,1.56827
1850,1,3,1.56834
1836,3,0,1.5684
1856,4,6,1.56841
1845,2,1,1.56842
1833,1,4,1.56844
1850,2,5,1.56851
1836,2,0,1.56857
1844,1,5,1.56861
1843,4,1,1.56863
1841,0,6,1.56866
1861,3,4,1.56866
1851,1,3,1.56867
1858,2,4,1.56871
1834,3,6,1.56893
1845,1,5,1.56893
1859,2,4,1.56904
1842,0,3,1.56915
1850,3,3,1.56919
1846,1,5,1.56926
1839,2,6,1.56937
1846,4,1,1.5696
1844,0,3,1.5698
1834,1,2,1.57012
1860,2,2,1.57021
1838,0,5,1.57023
1843,3,5,1.57033
1853,1,6,1.57033
1851,2,1,1.57037
1848,1,0,1.57042
1839,0,5,1.57056
1844,3,5,1.57065
1864,2,4,1.57065
1853,0,1,1.57084
1845,0,2,1.57114
1841,3,6,1.57121
1863,3,2,1.57135
1842,1,4,1.57136
1857,3,3,1.57146
1842,3,1,1.57153
1866,4,6,1.57164
1846,3,0,1.57164
1856,0,1,1.57182
1861,1,3,1.5719
1858,4,3,1.57195
1855,1,5,1.57217
1862,1,3,1.57222
1858,0,1,1.57246
1868,2,2,1.5728
1857,1,5,1.57282
1846,0,5,1.57283
1861,4,3,1.57292
1868,3,2,1.57297
1847,1,4,1.57298
1862,4,3,1.57325
1851,3,0,1.57326
1851,2,6,1.57326
1887,1,1,1.57345
1845,1,2,1.57369
1849,4,5,1.5738
1862,2,1,1.57393
1873,4,0,1.57407
1850,0,5,1.57413
1855,3,5,1.57422
1847,2,3,1.57434
1855,0,2,1.57439
1864,0,0,1.5744
1862,1,5,1.57444
1861,4,1,1.57446
1864,2,1,1.57458
1869,2,5,1.57466
1860,0,6,1.57482
1874,3,2,1.57491
1870,2,5,1.57498
1866,0,0,1.57505
1856,2,0,1.57505
1892,1,1,1.57506
1853,0,5,1.5751
1857,3,0,1.57521
1867,0,0,1.57538
1854,0,5,1.57543
1862,0,6,1.57546
1859,3,5,1.57551
1851,2,3,1.57564
1859,0,2,1.57568
1878,4,0,1.57568
1858,2,0,1.5757
1865,1,0,1.57592
1852,1,2,1.57597
1860,0,2,1.57601
1856,3,1,1.57607
1871,1,6,1.57616
1871,4,3,1.57616
1879,2,2,1.57635
1857,4,5,1.5764
1885,3,4,1.5764
1858,1,4,1.57655
1856,4,4,1.57659
1869,1,5,1.57671
1882,4,6,1.57681
1863,0,2,1.57698
1872,0,1,1.57699
1872,0,0,1.57699
1859,4,5,1.57705
1887,3,4,1.57705
